chassis_serie,close_date,close_datetime,component,creation_datetime,creation_date,severity_cur,customer_type,dealer_city,dealer_id,dealer_country,dealer_name,dealer_state,error_code,failure_mode,first_queued_seconds,region,owner_country,owner_department,description,mileage,mileage_unit,product_id,product,creator_country,creator_department,time_to_close_seconds,assigned_team,sr_area,sr_type,severity,ticket_channel,status_line,status,sub_status,ticket_id,chassis_number,vin_number
S-466,2025-08-14,2025-08-14 05:05:03+00:00,AI Sensor Rack,2026-11-18 07:00:00,2026-11-18,Critical,Independent Owner,San Jose,D-1001,USA,Northway Dealer,CA,W-2001,Noise,3548,Asia,Canada,Field Service,[TEST-VARIANT-B] Sensors seems to have unusual sound; driver says it started after startup. driver says it started after service.FYI :: synthetic drift scenario,234335,km,P-7974,Hydrogen Drive Unit,China,Engineering,316800.0,Field Ops Rapid,Body/Chassis,Performance Issue,Critical,Proactive Monitoring,Closed,Closed,Completed,variant-b-007711,CH414153,EHPB3LCXFUV9T8ZK1
S-555,,,AI Sensor Rack,2026-11-18 08:00:00,2026-11-18,High,Independent Owner,San Jose,D-1001,USA,Northway Dealer,CA,E-1001,Overheating,6395,North America,USA,Operations,[TEST-VARIANT-B] Electrical System Sensors has high temp; note the unusual behavior :: synthetic drift scenario,220035,km,P-7271,Hydrogen Drive Unit,France,Field Service,,Escalation Lab,Brakes,Performance Issue,High,VIP Hotline,Open,Awaiting Parts,Reopened,variant-b-007712,CH665273,LEPEA83ST24CX08EG
S-954,,,AI Sensor Rack,2026-11-18 09:00:00,2026-11-18,High,Independent Owner,Toronto,D-1005,Canada,CanService Dealer,ON,W-2002,Overheating,3888,North America,China,Engineering,[TEST-VARIANT-B] Running hot in ABS Sensor of the Brake System. Customer waiting. check asap.FYI :: synthetic drift scenario,324778,km,P-3541,Hydrogen Drive Unit,Brazil,Engineering,,Field Ops Rapid,Electrical,Maintenance Request,High,VIP Hotline,Open,In Progress,Completed,variant-b-007713,CH787983,TTL2G8WRJR1P22P1V
S-217,2026-01-10,2026-01-10 07:38:02+00:00,Hydrogen Injector,2026-11-18 10:00:00,2026-11-18,Critical,Service Partner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1001,Short Circuit,2401,North America,Canada,Quality,"[TEST-VARIANT-B] Electrical System Wiring Harness has power surge, unclear if related to recent service. :: synthetic drift scenario",100144,miles,P-1380,Hydrogen Drive Unit,France,Sales,1144800.0,Warranty Taskforce,Suspension,Recall Related,Critical,VIP Hotline,Closed,Closed,Reopened,variant-b-007714,CH247006,MZ9WEU8M50Y5AN81E
S-270,,,Safety Controller,2026-11-18 11:00:00,2026-11-18,Critical,Independent Owner,Toronto,D-1005,Canada,CanService Dealer,ON,F-3002,Overheating,1283,North America,France,Quality,[TEST-VARIANT-B] Customer reports overheating at the turbocharger of the engien control module happens intermittently :: synthetic drift scenario,134861,miles,P-9748,Autonomous Controller,Brazil,Sales,,Warranty Taskforce,Engine,Safety Concern,Critical,VIP Hotline,Open,Awaiting Parts,Completed,variant-b-007715,CH568884,KG4N40EJRM69ZMCU2
S-994,,,Safety Controller,2026-11-18 12:00:00,2026-11-18,Critical,Service Partner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1005,Wear,2708,Asia,Canada,Customer Support,[TEST-VARIANT-B] Rpt: Electrical System Sensors showing wear out after long run. :: synthetic drift scenario,136667,miles,P-5829,Autonomous Controller,China,Engineering,,Field Ops Rapid,Transmission,Maintenance Request,Medium,VIP Hotline,Open,In Progress,Investigation,variant-b-007716,CH872152,GMUDJ1R1LNSA50M51
S-543,,,Safety Controller,2026-11-18 13:00:00,2026-11-18,Low,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1003,Leak,3802,South America,Canada,Quality,[TEST-VARIANT-B] Review Engine Control Module Turbocharger: possible leak and reduced performance. asap :: synthetic drift scenario,377679,miles,P-9183,Hydrogen Drive Unit,Germany,Field Service,,Escalation Lab,Brakes,Safety Concern,High,VIP Hotline,Open,In Progress,Completed,variant-b-007717,CH742340,170NRGTZR3Z4ASGTP
S-803,,,Safety Controller,2026-11-18 14:00:00,2026-11-18,Low,Dealer,San Jose,D-1001,USA,Northway Dealer,CA,E-1003,Noise,1696,EU,France,Sales,[TEST-VARIANT-B] Reviwe Electrical System Battery: possible clunking and reduced performance. occurs on cold start.Need help. :: synthetic drift scenario,315205,miles,P-8705,Autonomous Controller,Canada,Engineering,,Escalation Lab,Body/Chassis,Warranty Claim,High,VIP Hotline,Open,Assigned,Investigation,variant-b-007718,CH860705,GJGD3AWMEWMP3CHEN
S-637,,,Hydrogen Injector,2026-11-18 15:00:00,2026-11-18,Low,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2002,Failure,4723,South America,Germany,Customer Support,[TEST-VARIANT-B] Fuond stopped working from ABS Sensor Possible sensor issue :: synthetic drift scenario,63971,km,P-4332,Autonomous Controller,USA,Engineering,,Field Ops Rapid,Body/Chassis,Warranty Claim,High,VIP Hotline,Open,Assigned,Investigation,variant-b-007719,CH312533,5E4D9TKMHHZLHDJ45
S-408,2025-12-13,2025-12-13 10:03:51+00:00,Hydrogen Injector,2026-11-18 16:00:00,2026-11-18,Critical,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1002,Wear,2313,Asia,Brazil,Customer Support,[TEST-VARIANT-B] Wear out affecting Snesors on Electrical System Driver report :: synthetic drift scenario,99389,miles,P-1950,Hydrogen Drive Unit,China,Sales,43200.0,Field Ops Rapid,Body/Chassis,Warranty Claim,High,VIP Hotline,Closed,Resolved,Waiting on Customer,variant-b-007720,CH541281,FLWH00C5M5UNHW1ZY
S-874,,,AI Sensor Rack,2026-11-18 17:00:00,2026-11-18,High,Fleet Operator,Toronto,D-1005,Canada,CanService Dealer,ON,W-2001,Failure,995,Asia,USA,Customer Support,[TEST-VARIANT-B] Brake Pads appears stopped working No error light needs inspection :: synthetic drift scenario,160375,km,P-9145,Autonomous Controller,USA,Operations,,Warranty Taskforce,Brakes,Recall Related,Critical,Proactive Monitoring,Open,Awaiting Parts,Investigation,variant-b-007721,CH283577,FNBZE6CD1A20WW4V2
S-366,2025-06-18,2025-06-18 21:38:21+00:00,Hydrogen Injector,2026-11-18 18:00:00,2026-11-18,Critical,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2002,Failure,1644,North America,Germany,Engineering,[TEST-VARIANT-B] Review Engine Control Module Cooling Pump: possible not responding and reduced performance. :: synthetic drift scenario,59456,miles,P-8206,Autonomous Controller,Germany,Sales,90000.0,Warranty Taskforce,Suspension,Maintenance Request,High,Proactive Monitoring,Closed,Resolved,Reopened,variant-b-007722,CH294949,R0FMF7M32WWZ23M6X
S-543,,,Hydrogen Injector,2026-11-18 19:00:00,2026-11-18,Medium,Service Partner,San Jose,D-1001,USA,Northway Dealer,CA,W-2003,Wear,5023,North America,Germany,Quality,[TEST-VARIANT-B] There is degraded on the Gearbox. Needs parts. :: synthetic drift scenario,78258,miles,P-4236,Autonomous Controller,Brazil,Sales,,Warranty Taskforce,Brakes,Technical Issue,Critical,Proactive Monitoring,Open,Awaiting Parts,Parts Ordered,variant-b-007723,CH967318,L2FS4NNC48D9VXBVW
S-115,,,Hydrogen Injector,2026-11-18 20:00:00,2026-11-18,High,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1003,Wear,6015,North America,France,Operations,[TEST-VARIANT-B] Customer reports wear out at the brake pads of the brake system. customer says it is getting worse. :: synthetic drift scenario,207573,km,P-3255,Autonomous Controller,USA,Quality,,Escalation Lab,Electrical,Warranty Claim,Critical,Proactive Monitoring,Open,In Progress,Parts Ordered,variant-b-007724,CH469958,GXD4XMJYJGAGSKVVE
S-898,,,Safety Controller,2026-11-18 21:00:00,2026-11-18,High,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1001,Failure,3161,South America,China,Engineering,[TEST-VARIANT-B] Brake Pads appears stopped working. Some hesitation. driver asys it started after service. :: synthetic drift scenario,93579,miles,P-1377,Hydrogen Drive Unit,Brazil,Engineering,,Field Ops Rapid,Suspension,Technical Issue,High,Proactive Monitoring,Open,In Progress,Reopened,variant-b-007725,CH215347,3EUT906D05G20HM2F
S-787,,,AI Sensor Rack,2026-11-18 22:00:00,2026-11-18,High,Fleet Operator,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2002,Wear,6131,EU,USA,Customer Support,[TEST-VARIANT-B] Rpt: Transmission System Hydraulic Pump showing abrasion after long run. :: synthetic drift scenario,31529,km,P-4702,Hydrogen Drive Unit,France,Operations,,Warranty Taskforce,Engine,Recall Related,Critical,VIP Hotline,Open,Escalated,Reopened,variant-b-007726,CH846979,22PNYED1K6Z207N23
S-302,2026-01-15,2026-01-15 05:57:14+00:00,AI Sensor Rack,2026-11-18 23:00:00,2026-11-18,Critical,Fleet Operator,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2002,Short Circuit,2123,South America,China,Field Service,"[TEST-VARIANT-B] Engine Control Module Fuel Injector has spark, unclear if related to recent service. :: synthetic drift scenario",366817,km,P-3937,Hydrogen Drive Unit,China,Sales,1594800.0,Escalation Lab,Brakes,Recall Related,Medium,Proactive Monitoring,Closed,Resolved,Reopened,variant-b-007727,CH835043,CMEK6XRAN2EMK3Z1C
S-673,2025-12-28,2025-12-28 04:32:50+00:00,AI Sensor Rack,2026-11-19 00:00:00,2026-11-19,Low,Service Partner,Toronto,D-1005,Canada,CanService Dealer,ON,E-1003,Leak,6791,North America,China,Engineering,[TEST-VARIANT-B] Customer reports fluid loss at the battery of the electrical system. :: synthetic drift scenario,27131,km,P-6672,Hydrogen Drive Unit,China,Customer Support,61200.0,Warranty Taskforce,Suspension,Warranty Claim,High,Proactive Monitoring,Closed,Resolved,Action Required,variant-b-007728,CH347933,S8NEJ7W8Y4V4TY8J1
S-159,,,AI Sensor Rack,2026-11-19 01:00:00,2026-11-19,Medium,Independent Owner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2001,Short Circuit,6332,North America,Brazil,Quality,[TEST-VARIANT-B] Rpt: Transmission System Hydraulic Pump showing power sureg after long run. fault appears after long run. :: synthetic drift scenario,421893,km,P-3218,Hydrogen Drive Unit,France,Engineering,,Field Ops Rapid,Body/Chassis,Warranty Claim,High,Proactive Monitoring,Open,New,Reopened,variant-b-007729,CH105658,VGK1TSXXWJ0W7UWU2
S-882,,,AI Sensor Rack,2026-11-19 02:00:00,2026-11-19,Medium,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,F-3001,Wear,5462,EU,China,Sales,[TEST-VARIANT-B] There is wear out on the Fuel Injector High priority :: synthetic drift scenario,104478,miles,P-3509,Hydrogen Drive Unit,Germany,Engineering,,Escalation Lab,Body/Chassis,Recall Related,Critical,Proactive Monitoring,Open,Awaiting Parts,Completed,variant-b-007730,CH234141,EFUNF55U68GBGT3CU
S-923,,,Safety Controller,2026-11-19 03:00:00,2026-11-19,Low,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1003,Failure,3417,EU,Canada,Field Service,[TEST-VARIANT-B] Electrical System Sensors has stopped working; note the unusual behavior. no obvious warning light. :: synthetic drift scenario,157395,km,P-8303,Hydrogen Drive Unit,USA,Field Service,,Field Ops Rapid,Brakes,Performance Issue,High,Proactive Monitoring,Open,Escalated,Reopened,variant-b-007731,CH195954,K96FSLLR4RKLEVH1K
S-233,,,Safety Controller,2026-11-19 04:00:00,2026-11-19,High,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3002,Short Circuit,5346,EU,France,Field Service,[TEST-VARIANT-B] Rpt: Engine Control Module Cooling Pmup showing spark after long run. :: synthetic drift scenario,369156,km,P-7967,Autonomous Controller,USA,Engineering,,Field Ops Rapid,Body/Chassis,Warranty Claim,High,Proactive Monitoring,Open,Awaiting Parts,Completed,variant-b-007732,CH749620,K9SX96FJLATPTM5DV
S-285,2025-09-16,2025-09-16 10:46:38+00:00,Safety Controller,2026-11-19 05:00:00,2026-11-19,High,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2003,Short Circuit,3049,North America,USA,Quality,[TEST-VARIANT-B] Customer reports power surge at the hydraulic line of the brake system. driver says it started after service. :: synthetic drift scenario,246541,miles,P-4787,Hydrogen Drive Unit,Canada,Operations,846000.0,Escalation Lab,Suspension,Maintenance Request,Critical,VIP Hotline,Closed,Closed,Investigation,variant-b-007733,CH334451,6AN083H1LDJEZJ7C6
S-630,2026-04-07,2026-04-07 07:56:17+00:00,AI Sensor Rack,2026-11-19 06:00:00,2026-11-19,Medium,Independent Owner,San Jose,D-1001,USA,Northway Dealer,CA,W-2002,Overheating,3741,South America,France,Quality,[TEST-VARIANT-B] Thermal sisue in Wiring Harness of the Electrical System. Need fix asap. :: synthetic drift scenario,340686,miles,P-5775,Hydrogen Drive Unit,USA,Engineering,1526400.0,Escalation Lab,Engine,Safety Concern,Medium,VIP Hotline,Closed,Resolved,Parts Ordered,variant-b-007734,CH474775,WRA7FG2N7Y1BP92DS
S-658,,,Hydrogen Injector,2026-11-19 07:00:00,2026-11-19,Low,Service Partner,San Jose,D-1001,USA,Northway Dealer,CA,W-2003,Leak,4416,EU,Brazil,Quality,[TEST-VARIANT-B] Customer reports fluid loss at the wiring harness of the electrical system. repro after warm-up. :: synthetic drift scenario,284382,km,P-7047,Autonomous Controller,France,Sales,,Warranty Taskforce,Engine,Warranty Claim,Critical,Proactive Monitoring,Open,New,Waiting on Customer,variant-b-007735,CH776266,NTZ9645V82AL7UCXY
S-745,,,AI Sensor Rack,2026-11-19 08:00:00,2026-11-19,High,Fleet Operator,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2002,Failure,1678,South America,China,Customer Support,[TEST-VARIANT-B] ABS Sensor has been fault during operation. Urgent review. :: synthetic drift scenario,87163,miles,P-4421,Autonomous Controller,China,Field Service,,Escalation Lab,Electrical,Maintenance Request,Critical,Proactive Monitoring,Open,Assigned,Investigation,variant-b-007736,CH383655,GUANLTFAVCWHDWL20
S-370,2026-03-16,2026-03-16 08:29:22+00:00,Safety Controller,2026-11-19 09:00:00,2026-11-19,High,Dealer,Toronto,D-1005,Canada,CanService Dealer,ON,E-1005,Short Circuit,5796,South America,Brazil,Operations,[TEST-VARIANT-B] Battery seems to have power surge; driver says it started after startup repro after warm-upFYI :: synthetic drift scenario,195642,miles,P-4407,Hydrogen Drive Unit,USA,Field Service,1638000.0,Escalation Lab,Suspension,Warranty Claim,Medium,VIP Hotline,Closed,Resolved,Reopened,variant-b-007737,CH149722,6LUW81E4JTBBFCNW8
S-332,,,Hydrogen Injector,2026-11-19 10:00:00,2026-11-19,High,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2001,Short Circuit,1190,South America,China,Customer Support,[TEST-VARIANT-B] Sensors has been spark during operation. Please check. fault appears after long run. :: synthetic drift scenario,5504,km,P-8582,Autonomous Controller,Brazil,Operations,,Warranty Taskforce,Electrical,Warranty Claim,High,Proactive Monitoring,Open,Assigned,Completed,variant-b-007738,CH167005,DJH13TYR794TEYJCW
S-812,,,AI Sensor Rack,2026-11-19 11:00:00,2026-11-19,Critical,Dealer,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1001,Failure,6096,Asia,Canada,Quality,[TEST-VARIANT-B] Review Transmission System Clutch: possible stopped working and reduced performance. needs inspection. :: synthetic drift scenario,48188,miles,P-6447,Autonomous Controller,France,Sales,,Field Ops Rapid,Transmission,Technical Issue,Critical,Proactive Monitoring,Open,Assigned,Investigation,variant-b-007739,CH828877,S4J4UT8UD9HSN4RUB
S-672,2026-03-04,2026-03-04 20:46:03+00:00,Hydrogen Injector,2026-11-19 12:00:00,2026-11-19,Medium,Service Partner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1003,Noise,5777,South America,France,Field Service,"[TEST-VARIANT-B] Electrical System Wiring Harness has rattle, unclear if related to recent service. no obvious warning light. :: synthetic drift scenario",208170,km,P-1203,Hydrogen Drive Unit,Germany,Operations,1011600.0,Escalation Lab,Brakes,Recall Related,Critical,VIP Hotline,Closed,Closed,Action Required,variant-b-007740,CH240391,FHXCL40FDJGT8TE1D
S-215,,,Hydrogen Injector,2026-11-19 13:00:00,2026-11-19,Medium,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,E-1005,Leak,3137,EU,Germany,Operations,[TEST-VARIANT-B] Engine Control Module Fuel Injector has drip; note the unusual behavior. :: synthetic drift scenario,75241,km,P-3547,Hydrogen Drive Unit,France,Engineering,,Field Ops Rapid,Brakes,Technical Issue,Medium,Proactive Monitoring,Open,Escalated,Action Required,variant-b-007741,CH653963,6BKKWGZJ3907SWWLJ
S-403,,,AI Sensor Rack,2026-11-19 14:00:00,2026-11-19,Low,Fleet Operator,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2003,Short Circuit,4114,Asia,China,Field Service,[TEST-VARIANT-B] Engine Control Module Fuel Injector has power surge; note the unusual behavior no obvious warning lightNeed help. :: synthetic drift scenario,370685,miles,P-2284,Hydrogen Drive Unit,Canada,Quality,,Field Ops Rapid,Electrical,Technical Issue,High,VIP Hotline,Open,Awaiting Parts,Action Required,variant-b-007742,CH980975,XPS3A2AHCNHDAJ2GS
S-378,,,AI Sensor Rack,2026-11-19 15:00:00,2026-11-19,High,Service Partner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,F-3002,Wear,3353,South America,Brazil,Customer Support,"[TEST-VARIANT-B] Electrical System Sensors has abrasion, unclear if related to recent service. customer says it is getting wors.e :: synthetic drift scenario",402491,miles,P-1356,Hydrogen Drive Unit,China,Quality,,Escalation Lab,Body/Chassis,Warranty Claim,Medium,VIP Hotline,Open,Awaiting Parts,Waiting on Customer,variant-b-007743,CH688021,UR19T42SWCXNGCYRH
S-520,,,Safety Controller,2026-11-19 16:00:00,2026-11-19,Critical,Fleet Operator,Toronto,D-1005,Canada,CanService Dealer,ON,W-2003,Short Circuit,5651,South America,Canada,Engineering,[TEST-VARIANT-B] Customer reports spark at the brake pads of the brake system. pls :: synthetic drift scenario,44590,km,P-7954,Hydrogen Drive Unit,Canada,Operations,,Field Ops Rapid,Engine,Safety Concern,High,VIP Hotline,Open,Assigned,Waiting on Customer,variant-b-007744,CH360424,JKDVCZBR1FFLW9BHA
S-549,2026-03-20,2026-03-20 07:56:12+00:00,Hydrogen Injector,2026-11-19 17:00:00,2026-11-19,Critical,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2001,Leak,5786,EU,China,Sales,[TEST-VARIANT-B] Brake System ABS Sensor has fluid loss; note the unusual behavior. no obvious warning light. :: synthetic drift scenario,333248,miles,P-2599,Autonomous Controller,France,Operations,1191600.0,Field Ops Rapid,Electrical,Performance Issue,Critical,Proactive Monitoring,Closed,Closed,Waiting on Customer,variant-b-007745,CH427855,EZE869RJUM0VU7S66
S-603,2026-04-02,2026-04-02 09:33:23+00:00,AI Sensor Rack,2026-11-19 18:00:00,2026-11-19,High,Fleet Operator,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2002,Wear,2453,South America,USA,Operations,[TEST-VARIANT-B] Found degraded from ABS Sensor. No clear roto cause. :: synthetic drift scenario,262103,miles,P-6944,Autonomous Controller,Brazil,Quality,1278000.0,Warranty Taskforce,Engine,Warranty Claim,High,VIP Hotline,Closed,Closed,Investigation,variant-b-007746,CH538087,CF6KGWJ5PJV8WKLC7
S-779,2026-02-21,2026-02-21 16:00:06+00:00,AI Sensor Rack,2026-11-19 19:00:00,2026-11-19,Critical,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2002,Failure,3491,North America,Canada,Quality,[TEST-VARIANT-B] Rpt: Brake System Brake Pads showing not responding after long run :: synthetic drift scenario,116704,km,P-4090,Hydrogen Drive Unit,Canada,Customer Support,1231200.0,Warranty Taskforce,Suspension,Warranty Claim,High,Proactive Monitoring,Closed,Closed,Parts Ordered,variant-b-007747,CH974891,8JP5JBWRJ1Z8C1A9Y
S-233,2025-08-03,2025-08-03 16:59:46+00:00,AI Sensor Rack,2026-11-19 20:00:00,2026-11-19,Critical,Fleet Operator,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2001,Failure,6173,Asia,USA,Sales,"[TEST-VARIANT-B] Transmission System Hydraulic Pump has fault, unclear if related to recent service. needs inspection. :: synthetic drift scenario",222748,km,P-5895,Autonomous Controller,France,Field Service,270000.0,Warranty Taskforce,Electrical,Technical Issue,High,VIP Hotline,Closed,Resolved,Investigation,variant-b-007748,CH740906,MAKH2H5VXCTLZ8K0Z
S-599,,,AI Sensor Rack,2026-11-19 21:00:00,2026-11-19,Medium,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,F-3002,Short Circuit,3933,Asia,Brazil,Field Service,[TEST-VARIANT-B] Hydarulic Line appears short circuit. Some hesitation. :: synthetic drift scenario,312920,km,P-3115,Hydrogen Drive Unit,France,Field Service,,Field Ops Rapid,Suspension,Safety Concern,High,Proactive Monitoring,Open,In Progress,Investigation,variant-b-007749,CH132532,BN651DZY13UA4HTKE
S-137,,,Hydrogen Injector,2026-11-19 22:00:00,2026-11-19,Medium,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3001,Failure,4661,South America,Canada,Operations,[TEST-VARIANT-B] There is stopped working on the ABS Sensor. High priority.Urgent :: synthetic drift scenario,22101,km,P-1317,Autonomous Controller,Germany,Customer Support,,Field Ops Rapid,Transmission,Maintenance Request,High,VIP Hotline,Open,New,Completed,variant-b-007750,CH205621,7J7YL8F41WFJXGBSJ
S-309,,,Safety Controller,2026-11-19 23:00:00,2026-11-19,Medium,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,F-3002,Overheating,4420,North America,France,Field Service,[TEST-VARIANT-B] Fuel Injector seems to have high temp; driver says it started after startup :: synthetic drift scenario,204158,km,P-6464,Hydrogen Drive Unit,France,Engineering,,Warranty Taskforce,Engine,Technical Issue,Medium,VIP Hotline,Open,Assigned,Completed,variant-b-007751,CH390307,W7YBU6DGXH7DFSG96
S-659,,,Safety Controller,2026-11-20 00:00:00,2026-11-20,High,Independent Owner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2002,Leak,5628,South America,USA,Customer Support,[TEST-VARIANT-B] Engine Control Module Cooling Pump has fluid loss; note the unusual behavior. :: synthetic drift scenario,399684,miles,P-3098,Autonomous Controller,Canada,Quality,,Escalation Lab,Body/Chassis,Performance Issue,High,Proactive Monitoring,Open,Assigned,Action Required,variant-b-007752,CH724658,CJ56AZ9LHEG4N8Y5M
S-437,2026-01-12,2026-01-12 15:17:53+00:00,Safety Controller,2026-11-20 01:00:00,2026-11-20,Critical,Service Partner,Toronto,D-1005,Canada,CanService Dealer,ON,W-2002,Short Circuit,2630,North America,Canada,Sales,[TEST-VARIANT-B] There is short circuit on the Turbocharger. Needs parts. hpapens during idling. :: synthetic drift scenario,484832,km,P-3407,Hydrogen Drive Unit,USA,Customer Support,183600.0,Warranty Taskforce,Electrical,Warranty Claim,Critical,Proactive Monitoring,Closed,Resolved,Reopened,variant-b-007753,CH819730,P5VSH63T9M5ESRG92
S-278,2025-11-13,2025-11-13 22:45:39+00:00,Hydrogen Injector,2026-11-20 02:00:00,2026-11-20,Critical,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2001,Short Circuit,3894,EU,Canada,Sales,[TEST-VARIANT-B] Electrical fault affecting Battery on Electrical System Driver report :: synthetic drift scenario,281363,km,P-6824,Autonomous Controller,China,Quality,2430000.0,Escalation Lab,Electrical,Safety Concern,Medium,VIP Hotline,Closed,Closed,Completed,variant-b-007754,CH717167,WAF1NF6H5V441P5CG
S-959,2026-03-17,2026-03-17 20:02:55+00:00,Hydrogen Injector,2026-11-20 03:00:00,2026-11-20,High,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1005,Failure,4369,Asia,China,Customer Support,[TEST-VARIANT-B] Rpt: Electrical System Battery showing fault after long run. :: synthetic drift scenario,20938,km,P-7875,Autonomous Controller,France,Operations,82800.0,Escalation Lab,Engine,Safety Concern,High,VIP Hotline,Closed,Resolved,Completed,variant-b-007755,CH411392,11ZEU35L8LDYCT6NU
S-643,,,Safety Controller,2026-11-20 04:00:00,2026-11-20,Critical,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1004,Overheating,2803,North America,Brazil,Operations,[TEST-VARIANT-B] Fuel Injector has been thermal issue during operation. Please check. :: synthetic drift scenario,242286,miles,P-8570,Autonomous Controller,Germany,Sales,,Field Ops Rapid,Body/Chassis,Warranty Claim,Medium,Proactive Monitoring,Open,Awaiting Parts,Parts Ordered,variant-b-007756,CH827709,F4MGAKGUUX15LNJ9E
S-248,,,Hydrogen Injector,2026-11-20 05:00:00,2026-11-20,Low,Service Partner,San Jose,D-1001,USA,Northway Dealer,CA,W-2001,Failure,5009,South America,Brazil,Quality,[TEST-VARIANT-B] Stopped working in Hydraulic Line of the Brake System. Customer waiting. :: synthetic drift scenario,460773,km,P-5316,Autonomous Controller,Brazil,Customer Support,,Warranty Taskforce,Body/Chassis,Maintenance Request,High,Proactive Monitoring,Open,New,Action Required,variant-b-007757,CH579386,FEUBUJSLF64M3ZH2G
S-641,,,Safety Controller,2026-11-20 06:00:00,2026-11-20,Critical,Fleet Operator,Toronto,D-1005,Canada,CanService Dealer,ON,E-1003,Failure,3179,North America,Canada,Operations,[TEST-VARIANT-B] Failure in Gearbox of the Transmission System. Need fix asap. :: synthetic drift scenario,148214,km,P-2346,Hydrogen Drive Unit,Brazil,Operations,,Escalation Lab,Engine,Warranty Claim,Critical,VIP Hotline,Open,Awaiting Parts,Waiting on Customer,variant-b-007758,CH417125,LCKBK614M5DC3JYJC
S-302,,,Safety Controller,2026-11-20 07:00:00,2026-11-20,High,Service Partner,San Jose,D-1001,USA,Northway Dealer,CA,E-1004,Overheating,4382,EU,Canada,Field Service,[TEST-VARIANT-B] Review Transmission System Clutch: possible high temp and reduced performance occurs on cold startFYI :: synthetic drift scenario,467216,miles,P-7570,Hydrogen Drive Unit,China,Engineering,,Warranty Taskforce,Body/Chassis,Recall Related,High,Proactive Monitoring,Open,Escalated,Action Required,variant-b-007759,CH948834,7UBWVG8E641SKN3R1
S-841,,,Hydrogen Injector,2026-11-20 08:00:00,2026-11-20,High,Fleet Operator,Toronto,D-1005,Canada,CanService Dealer,ON,E-1002,Noise,2206,Asia,Canada,Quality,"[TEST-VARIANT-B] Brake System Hydraulic Line has clunking, unclear if related to recent service. :: synthetic drift scenario",486525,km,P-9059,Hydrogen Drive Unit,China,Field Service,,Field Ops Rapid,Transmission,Performance Issue,Critical,Proactive Monitoring,Open,Assigned,Investigation,variant-b-007760,CH631575,163HZZE3UPMXUD2E4
S-673,,,Hydrogen Injector,2026-11-20 09:00:00,2026-11-20,Medium,Service Partner,San Jose,D-1001,USA,Northway Dealer,CA,W-2001,Wear,5618,Asia,France,Engineering,[TEST-VARIANT-B] Worn fafecting Gearbox on Transmission System. Driver report. :: synthetic drift scenario,295398,km,P-4525,Hydrogen Drive Unit,France,Engineering,,Field Ops Rapid,Electrical,Safety Concern,High,Proactive Monitoring,Open,Awaiting Parts,Parts Ordered,variant-b-007761,CH377984,8XY8B9YS8LBWPURZV
